Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
HCI,Hci Group,93.79,0.0083,110531,,11/7/2023,0.1781,0.2152,0.3262,-0.179,0.304,-0.5471,0,IWM,913344192
TFPM,Triple Flag Precious Metals Corp. Common Shares,12.49,-0.0189,130161,23,11/7/2023,0.0506,-0.0171,0.0545,-0.0371,0.0392,-0.1134,0,,2517606656
GSBD,Goldman Sachs Bdc,14.93,0.0047,534096,79,11/7/2023,0.0311,0.0028,-0.0648,-0.1458,-0.0186,-0.417,0,,1634284160
GIFI,Gulf Island Fabrication,4.69,0.0422,40690,36,11/7/2023,0.0659,-0.0651,0.3248,0.1501,1.0385,-0.3058,0,,76388232
PSNL,Personalis,1.2,0.0256,541993,64,11/7/2023,0.1616,0.2152,,0.6218,1.9583,-0.4071,0,,58222684
ZLAB,Zai Lab Limited - American Depositary Shares,18.68,-0.0472,511003,120,11/7/2023,0.0969,0.06,0.3141,0.0585,0.3324,-0.0631,0,IBB,1844078976
SLDP,Solid Power - Class A,1.63,0.0187,2968882,316,11/7/2023,0.1113,0.0621,-0.073,-0.0903,0.0807,-0.2538,0,IWM,290776352
MNKD,Mannkind,3.51,0.0233,2526979,1601,11/7/2023,0.0982,-0.0395,-0.2842,0.5344,1.6659,-0.1246,0,IBB - XBI - IWM,926372160
INVE,Identiv,7.52,-0.0053,63360,35,11/7/2023,0.0998,-0.1628,0.2811,0.62,2.1774,-0.3159,0,,174271104
MITT,Ag Mortgage It,6.12,0.0132,145705,35,11/7/2023,0.0736,0.0135,-0.215,-0.0329,0.4193,-0.4171,0,,180142080
SLRN,Acelyrin,8.01,-0.022,1036626,315,11/7/2023,0.1309,-0.087,0.0387,-0.2511,-0.0912,-0.4109,0,IBB - IWM,779689472
GO,Grocery Outlet Holding Corp.,25.55,0.0167,987892,230,11/7/2023,0.0828,-0.046,-0.1942,-0.2235,0.0152,-0.4462,0,XRT,2536328704
DNLI,Denali Therapeutics,18.05,0.0494,928747,64,11/7/2023,0.068,-0.0495,0.0739,0.0244,0.0663,-0.0285,0,IBB - XBI - IWM,2480468736
CTKB,Cytek Biosciences,8.28,0.0122,917640,91,11/7/2023,0.0872,0.1236,0.435,-0.0712,0.428,-0.4382,0,IBB - IWM,1122347392
APLE,Apple Hospitality REIT Common Shares,16.12,0.0037,2261099,228,11/7/2023,0.0319,-0.0546,-0.0632,-0.0483,-0.0012,-0.1533,0,VNQ - IWM,3689684480
NHI,National Health Investors,53.33,0.0108,152847,13,11/7/2023,0.0506,0.0218,-0.091,0.2464,0.8572,-0.1377,0,VNQ - IWM,2313921536
ARRY,Array Technologies,15.22,0.0749,5527316,6363,11/7/2023,0.1841,-0.1762,-0.0021,-0.0893,0.4092,-0.3381,0,IWM,2299279360
BRP,BRP Group - Class A,24.34,0.0496,447260,25,11/7/2023,0.0832,-0.1207,0.291,0.1445,0.862,-0.2831,0,IWM,1565501568
PR,Permian Resources Class A,13.43,-0.0067,8552904,2835,11/7/2023,0.0768,-0.033,-0.0783,0.0067,0.2282,-0.3188,0,XOP - IWM,7254237184
EXFY,Expensify - Class A,1.75,0.0479,607364,90,11/7/2023,0.1826,-0.369,1.314,0.4307,0.7771,0.1261,0,IWM,146537504
DOOR,Masonite International Ordinary Shares (Canada),130.51,0.3509,273062,240,11/7/2023,0.0639,-0.0422,-0.0843,-0.0933,0.1982,-0.2856,0,IWM - ITB,2858929664
USPH,US Physical Therapy,95.82,0.0213,69998,8,11/7/2023,0.0753,-0.0292,-0.4279,-0.0439,0.2709,-0.2511,0,IWM,1436084992
VGZ,Vista Gold,0.384,-0.0052,286362,26,11/7/2023,0.0855,-0.0726,,-0.1202,0.2908,-0.4259,0,,46497984
RDVT,Red Violet - Common,18.71,0.0494,18897,6,11/7/2023,0.0948,-0.0171,0.1981,-0.0962,0.1947,-0.306,0,IWM,259050976
VCYT,Veracyte,25.57,0.0228,564368,82,11/7/2023,0.0623,-0.0358,-0.0192,0.2697,1.0758,-0.3894,0,IBB - XBI - IWM,1867624448
TKC,Turkcell Iletisim Hizmetleri As,5.51,0.0073,325065,25,11/7/2023,0.0368,-0.0023,0.0196,-0.0323,0.154,-0.1355,0,,4811566592
MFIC,Midcap Financial Investment - Closed End,13.75,0.0051,180865,157,11/7/2023,0.0285,-0.0067,0.5719,0.2,1.0483,-0.2168,0,,897232576
GLDD,Great Lakes Dredge & Dock,8.07,0.0151,321662,276,11/7/2023,0.0932,-0.136,0.5364,0.1764,0.33,0.0352,0,IWM,537562560
TRC,Tejon Ranch Co,16.2,0.0208,44094,25,11/7/2023,0.0241,0.0148,0.1931,-0.1277,-0.0409,-0.2523,0,IWM,432708992
SHO,Sunstone Hotel Invts,10.75,0.0009,2238244,30,11/7/2023,0.0248,0,-0.125,-0.0649,0.3558,-0.4737,0,VNQ - IWM,2208523008
APT,Alpha Pro Tech Ltd.,5.07,0.014,48846,267,11/7/2023,0.0382,0.05,0.125,-0.1724,0.4357,-0.7243,0,,59050800
MRSN,Mersana Therapeutics,3.88,-0.0827,1933312,193,11/7/2023,0.1453,-0.036,-0.184,0.0877,0.4284,-0.068,0,IWM,467568320
INSW,International Seaways Common,51.43,0.0025,566777,493,11/7/2023,0.0574,-0.0183,-0.0525,-0.1243,0.0001,-0.2693,0,IWM,2514392576
LCII,Lci Industries,114.7,0.0171,236581,239,11/7/2023,0.0787,-0.0226,-0.2399,0.0667,0.2947,-0.1584,0,IWM,2904711936
OXSQG,Oxford Square Capital Corp. - 5.50% Notes Due 2028,23,-0.0043,976,,11/7/2023,,0.0097,,,,,0,,
SNSE,Sensei Biotherapeutics,0.848,0.0469,57269,,11/7/2023,,-0.0715,,,,,0,,21197048
TPG,TPG - Class A,44.53,0.0253,605552,226,11/7/2023,0.055,0.0298,-0.5188,0.1922,0.7913,-0.6,0,,3588961792
NYAX,Nayax Ltd. -,25.59,0,1400,,11/7/2023,,-0.0171,,,,,0,,852164160
BCO,Brink's,82.55,0.0133,228709,253,11/7/2023,0.0757,0.0641,-0.1777,-0.0022,0.4931,-0.4598,0,IWM,3718971648
CHH,Choice Hotels Intl,120.82,-0.0133,492815,122,11/7/2023,0.0589,0.0203,-0.2901,0.1263,0.8074,-0.2682,0,,6016664576
ML,Moneylion Class A,49.44,0.01,118194,,11/7/2023,0.0901,-0.0087,,,,,0,,508337120
AHCO,Adapthealth Corp.,7.42,0.0436,1128006,167,11/7/2023,0.1477,-0.0899,-0.1496,0.0316,0.5039,-0.2416,0,IWM,1012010816
TGNA,Tegna,14.34,0.0113,1973511,470,11/7/2023,0.0611,0.0026,-0.2254,0.5367,2.7869,-0.4728,0,IWM,2824519680
QURE,Uniqure N.V. -,5.93,0.0841,1155791,1018,11/7/2023,0.1339,0.1268,0.1859,0.0152,0.1305,-0.149,0,IBB - XBI,283522080
ITOS,Iteos Therapeutics,10.72,0.0075,387214,190,11/7/2023,0.0785,0.0431,-0.4389,-0.0501,0.4361,-0.6595,0,IBB - IWM,383387296
FULC,Fulcrum Therapeutics,8.85,0.0859,549487,122,11/7/2023,0.1012,0.195,0.8038,0.0716,0.346,-0.1809,0,IBB,547129600
BLUE,Bluebird Bio,1.03,-0.019,9391920,5353,11/7/2023,0.1512,0.0727,-0.159,-0.0357,0.1047,-0.2228,0,IBB - XBI - IWM,198524160
ZVRA,Zevra Therapeutics,6.15,0.0336,210382,283,11/7/2023,0.1263,-0.0351,-0.3414,0.1341,0.6971,-0.3429,0,IWM,240906704
SMRT,Smartrent Class A,3.02,0,997541,45,11/7/2023,0.1603,0.139,1.13,0.1833,0.5645,-0.0093,0,IWM,613528128
EXK,Endeavour Silver Ordinary Shares (Canada),1.54,-0.0128,3534367,853,11/7/2023,0.039,-0.0509,0.0554,0.0487,0.1832,-0.0608,0,,294565664
AOMR,Angel Oak Mortgage REIT,10.53,0.0154,44046,,11/7/2023,,0.0739,,,,,0,IWM,262782144
OLPX,Olaplex Hldgs,2.1,-0.0749,2182715,495,11/7/2023,0.0562,0.2536,,-0.0687,0.7023,-0.7064,0,,1373980928
CELH,Celsius Holdings,58.39,-0.0055,3340767,25234,11/7/2023,0.1449,-0.0155,-0.6403,0.3286,1.005,-0.4467,0,,13527503872
VERV,Verve Therapeutics,12.4,0.05,1422585,957,11/7/2023,0.4284,0.2483,-0.0624,0.3045,0.9389,-0.0959,0,IBB - XBI - IWM,997258368
DDOG,Datadog - Class A,134.91,0.0263,4139302,28122,11/7/2023,0.1249,0.2847,1.089,0.1297,1.0069,-0.6755,0,QQQ,44325179392
XOMA,Xoma,20.41,0.0185,26962,13,11/7/2023,0.0633,-0.0644,0.0415,0.5706,1.0118,0.0302,0,IWM,234466208
ELAN,Elanco Animal Health,15.97,0.0063,5251069,2839,11/7/2023,0.1086,0.1432,0.3438,-0.2419,0.1184,-0.3997,0,,7866031616
MSC,Studio City Intl Hldgs,6.755,-0.035,8324,,11/7/2023,,0.0152,,,,,0,,747887232
CNHI,CNH Industrial N.V. Common Shares,12.09,-0.0074,12413577,931,11/7/2023,0.0237,-0.1058,-0.2281,0.2478,0.5333,0.0898,0,,15706772480
BHG,Bright Health Group,16.35,0,34001,,11/7/2023,0.1021,0.0093,,,,,0,,130507128
SAGE,Sage Therapeutics,23.69,-0.0038,828547,502,11/7/2023,0.188,-0.0475,-0.5062,0.0126,0.593,-0.4199,0,IBB - XBI - IWM,1423927424
STIM,Neuronetics,3.6,0.0028,145718,52,11/7/2023,0.0709,0.0811,0.6889,1.0098,2.6708,0.2553,0,,104159264
ADCT,Adc Therapeutics SA Common Shares,4.36,0.1094,657703,109,11/7/2023,0.0903,-0.1597,,0.0876,0.2815,-0.072,0,,351601440
INZY,Inozyme Pharma,5.82,0.0679,397118,140,11/7/2023,0.0845,0.0702,0.0082,0.0107,0.3241,-0.279,0,IWM,359447584
PRAX,Praxis Precision Medicines,45.49,0.01,327009,50,11/7/2023,0.0812,0.0651,-0.2049,0.0422,0.2694,-0.1851,0,,593060416
MPLN,Multiplan Class A,1.11,0.0183,947659,44,11/7/2023,0.0673,-0.0649,-0.0564,-0.2413,-0.0952,-0.4457,0,IWM,734692288
CMT,Core Molding Technologies,17.02,0.0059,95909,,11/7/2023,,-0.311,,,,,0,IWM,147314640
EVRG,Evergy,49.08,0.0095,2739878,256,11/7/2023,0.0457,-0.0118,-0.2538,-0.1363,0.108,-0.3202,0,SPY - XLU,11265646592
AGEN,Agenus,0.7481,0.0733,8970934,586,11/7/2023,0.0731,0.0494,-0.2137,-0.0527,0.1512,-0.2687,0,IWM,285396768
NERV,Minerva Neurosciences,10.33,0.0851,30379,,11/7/2023,,-0.0259,,,,,0,,72241880
PAX,Patria Investments Limited - Class A Common Shares,14.64,0.0146,191638,60,11/7/2023,0.0767,0.0111,0.0772,0.0936,0.3724,-0.2086,0,IWM,2170437120
GBTG,Global Business Travel Group Class A,5.99,0.0017,128302,12,11/7/2023,0.0422,0.024,0.0358,0.071,0.1804,0.0314,0,IWM,2797466368
NOVT,Novanta - Common Shares,167.44,0.0255,155858,25,11/7/2023,0.0615,-0.1351,1.4741,0.3587,1.2479,-0.2332,0,IWM,5995286528
SLNO,Soleno Therapeutics,49.33,0.039,319642,215,11/7/2023,0.1242,-0.0048,,,,,0,XBI,1503453696
SNCE,Science 37 Hldgs,5.68,0,146451,,11/7/2023,,-0.1381,,,,,0,,33908804
PLL,Piedmont Lithium,14.07,-0.0389,472499,2842,11/7/2023,0.1005,-0.0153,-0.1879,,,,0,XME - IWM,270275264
OXSQ,Oxford Square Capital Corp. - Closed End,3.07,0.0132,214108,6,11/7/2023,0.0269,-0.0101,-0.0569,-0.1798,0.1344,-0.4397,0,,178458112
VPG,Vishay Precision Group,32.19,0.0107,56306,10,11/7/2023,0.0562,-0.0997,-0.1411,0.2714,0.8241,-0.3094,0,IWM,435633056
GOGO,Gogo,10.01,0.0091,658325,721,11/7/2023,0.1385,-0.0546,-0.288,0.1216,0.6627,-0.3319,0,IWM,1289702400
BSY,Bentley Systems - Class B,52.83,0.0096,910422,176,11/7/2023,0.0687,0.084,0.2635,0.0673,0.4281,-0.3712,0,,15633570816
OCN,Ocwen Financial New,29.69,0.0392,16869,30,11/7/2023,0.1039,-0.0167,-0.173,-0.0056,0.4387,-0.2982,0,IWM,227930368
SQSP,Squarespace Class A,32.5,0.0249,612538,170,11/7/2023,0.0967,-0.0143,-0.5414,-0.2366,0.1186,-0.3951,0,IWM,4418882048
PLNT,Planet Fitness,69.95,-0.0027,1339709,2287,11/7/2023,0.0941,0.1341,0.399,0.2802,1.2095,-0.0882,0,,5976422400
UTL,Unitil,48.57,0.0106,51327,6,11/7/2023,0.056,0.0247,-0.2292,0.0138,0.1129,-0.0422,0,IWM,781127040
ABUS,Arbutus Biopharma,2.76,0.0866,718707,1060,11/7/2023,0.0878,-0.016,-0.0408,-0.1465,0.0655,-0.3671,0,IBB - IWM,462456512
MTEX,Mannatech,8.95,0,1021,,11/7/2023,,0.0104,,,,,0,,16648378
GFS,Globalfoundries - Ordinary Share,55.94,0.0212,1363276,1008,11/7/2023,0.0902,0.0505,-0.1598,0.0175,0.212,-0.3672,0,QQQ,30885341184
DK,Delek US Hldgs,28.43,0.0114,1009372,319,11/7/2023,0.0769,0.0132,-0.2514,-0.0376,0.3333,-0.376,0,XOP - IWM,1817629952
NUWE,Nuwellis,0.46,0.0066,634571,,11/7/2023,,-0.0554,,,,,0,,2613932
SRRK,Scholar Rock Holding,15.4,-0.0197,888961,102,11/7/2023,0.1497,0.0148,-0.1124,0.0433,0.1864,-0.0519,0,IBB - XBI - IWM,1111006208
SGRY,Surgery Partners,33.7,0.0262,910088,250,11/7/2023,0.1168,0.1399,0.3134,-0.0955,0.1279,-0.2351,0,IWM,4262392832
FIS,Fidelity National Information Services,61.76,0.0052,5214068,3603,11/7/2023,0.0838,-0.012,-0.5035,0.6715,2.8122,-0.336,0,SPY - XLF,36557934592
ASC,Ardmore Shipping,16,0.0031,660530,811,11/7/2023,0.0855,-0.0411,-0.1565,-0.0856,0.1477,-0.2241,0,IWM,660728960
PMTS,Cpi Card Group,18.35,0.011,23922,,11/7/2023,,-0.1031,,,,,0,IWM,210220352
ESPR,Esperion Therapeutics,2.58,0,5157905,3116,11/7/2023,0.1697,0.0774,-0.0968,-0.0195,0.1733,-0.155,0,,461620800
NTWK,Netsol Technologies,2.27,0.0657,14795,71,11/7/2023,0.0763,0.105,-0.5101,0.2419,0.9846,-0.4679,0,,25816302
VST,Vistra Corp.,43.23,0.0077,3510027,3016,11/7/2023,0.0545,-0.0164,-0.3272,-0.0381,0.1457,-0.1939,0,,15456989184
ARVN,Arvinas,49.89,0.0333,718932,196,11/7/2023,0.1051,0.0508,0.8933,-0.0586,0.0842,-0.1348,0,IBB - IWM,2745222144
BITF,Bitfarms Ltd.,2.72,0.0794,20805557,12234,11/7/2023,0.1114,0.0086,0.0551,-0.0684,0.0376,-0.1455,0,,876189184
TWKS,Thoughtworks Holding,4.43,-0.0023,724536,104,11/7/2023,0.0497,0.1409,2.4759,0.5394,2.2235,-0.1113,0,IWM,1410624896
PRGO,Perrigo Company PLC,31.88,0.0006,1564697,1923,11/7/2023,0.1193,0.0404,-0.2704,0.1385,1.1804,-0.4949,0,,4319946752
LQDA,Liquidia,14.81,0.0089,919097,2692,11/7/2023,0.0406,0.0366,0.9537,-0.0026,0.108,-0.2159,0,IWM,1122777216
RYTM,Rhythm Pharmaceuticals,51.18,0.0763,653614,324,11/7/2023,0.1287,-0.0052,-0.3695,0.3244,1.4085,-0.1462,0,IBB - XBI - IWM,3024556800
AXGN,Axogen,9.88,0.001,467446,70,11/7/2023,0.123,0.369,0.3404,0.884,2.3055,0.0324,0,IWM,425270848
TRDA,Entrada Therapeutics,15.13,0.0427,69566,,11/7/2023,,0.0863,,,,,0,IWM,504859040
VTNR,Vertex Energy,1.53,0.0408,2692214,4336,11/7/2023,0.1914,-0.0492,-0.3306,-0.078,0.1392,-0.2687,0,IWM,143076928
AMRX,Amneal Pharmaceuticals - Class A,5.57,0.0201,1343621,234,11/7/2023,0.0571,0.0238,0.4711,0.0043,0.1961,-0.1658,0,IWM,1707451264
DTC,Solo Brands Class A,2.85,0.0252,797797,444,11/7/2023,0.0471,0.1899,-0.0379,-0.1836,0.0645,-0.4515,0,IWM,164862240
HBIO,Harvard Bioscience,4.73,0.0128,77685,5,11/7/2023,0.0592,-0.0116,6.8259,1.9807,4.8285,0.0204,0,IWM,201915408
MLCO,Melco Resorts And Enter,8.87,0.0114,2929136,5144,11/7/2023,0.089,-0.1538,0.8438,-0.1285,0.0345,-0.3418,0,,4050787072
CLNN,Clene,0.4253,0.0175,732257,102,11/7/2023,0.0701,0.0802,-0.0589,-0.1258,-0.0438,-0.1789,0,,54607460
MRNS,Marinus Pharmaceuticals,10.1,0.011,393485,175,11/7/2023,0.1139,-0.0136,-0.1746,0.3529,1.9665,-0.37,0,IBB - IWM,551460032
SWIM,Latham Group,2.78,0.0221,318081,17,11/7/2023,0.1232,0.0779,6.5817,0.3602,1.4324,-0.2269,0,IWM,319259104
VIGL,Vigil Neuroscience,3.11,0.0951,106022,,11/7/2023,,-0.0934,,,,,0,IWM,111566336
SEAT,Vivid Seats - Class A,5.88,0.0633,1148978,303,11/7/2023,0.0354,0.1584,-0.038,-0.1005,0.1608,-0.3072,0,IWM,787189696
DTIL,Precision Biosciences,0.384,-0.04,1339996,11,11/7/2023,0.0704,-0.0248,,0.1787,0.1787,0.1787,0,,45671116
SAVA,Cassava Sciences,25.06,-0.0075,1245890,7390,11/7/2023,0.1112,0.043,-0.091,-0.2638,-0.0311,-0.4823,0,IWM,1056881920
EXPD,Expeditors Intl,127.36,0.0014,1184121,610,11/7/2023,0.0502,-0.0098,-0.4342,0.1247,0.5014,-0.1625,0,SPY - XLI - NOBL,18516795392
HRT,Hireright Holdings,12.72,0.0063,267810,243,11/7/2023,0.1266,0.0095,-0.244,0.3856,2.1671,-0.2816,0,IWM,860441088
IMCR,Immunocore Hldgs,74.61,-0.0043,401616,292,11/7/2023,0.1266,0.0571,-0.062,-0.0602,0.0626,-0.188,0,IBB,3448865280
IMXI,Intl Money Express,21.03,0.039,250918,109,11/7/2023,0.0283,0.1128,2.1421,0.2386,0.7966,-0.4456,0,IWM,733253440
MASS,908 Devices,7.15,0.0014,165656,35,11/7/2023,0.0713,0.0415,-0.174,0.2396,0.9338,-0.1226,0,IWM,231510640
STOK,Stoke Therapeutics,4.67,0.0638,194210,17,11/7/2023,0.0596,0.1253,-0.1663,-0.094,0.3174,-0.2973,0,IWM,206681168
PRQR,Proqr Therapeutics N.V. -,2.2,0.0476,279332,245,11/7/2023,0.0626,0.1066,-0.1767,0.0181,0.2022,-0.1661,0,,157156176
MAIA,Maia Biotechnology,1.48,0.035,407760,,11/7/2023,,0.0417,,,,,0,,25106350
RMBL,Rumbleon - Class B,6.48,0.0062,232194,225,11/7/2023,0.2621,-0.0327,-0.1408,0.4521,1.5564,-0.2877,0,,227222448
DKL,Delek Logistics Partners LP Common Units Representing Limited Partner Interests,44.78,0.0102,46828,26,11/7/2023,0.0546,0.014,0.0531,0.1369,0.4151,-0.1937,0,AMLP,1951293824
SMMT,Summit Therapeutics,4.5,0.0766,1386717,373,11/7/2023,0.0946,-0.1216,0.152,0.309,1.2833,-0.129,0,IBB - IWM,3153793024
PINC,Premier - Class A,21.24,0.009,865808,220,11/7/2023,0.1088,0.0077,-0.6048,0.354,1.4119,-0.3919,0,,2544932352
ACMR,Acm Research - Class A,18.33,0.0801,1173287,1493,11/7/2023,0.1367,0.0533,-0.1658,-0.005,0.3275,-0.1757,0,IWM,1110940928
OB,Outbrain,4.48,0.0616,109939,19,11/7/2023,0.0488,-0.1367,0.6005,0.1237,0.411,-0.0808,0,IWM,224696288
INFU,Infusystems Holdings,9.6,0.0095,37439,25,11/7/2023,0.0706,-0.0338,0.0413,0.4545,1.4863,-0.3113,0,IWM,203361904
BVS,Bioventus - Class A,4.4,-0.0023,149184,71,11/7/2023,0.0889,0.0042,-0.2686,0.7577,2.5584,-0.2367,0,,276288544
MFA,Mfa Finl,10.79,0.0056,976719,1191,11/7/2023,0.0543,-0.0051,-0.1133,0.0418,0.2872,-0.134,0,IWM,1099629440
SES,Ses Ai Class A,1.36,0.0794,532115,18,11/7/2023,0.0779,0.0899,0.0331,1.3855,5.5075,-0.0955,0,IWM,478352000
FSTR,L.B. Foster Company,23.71,-0.0046,31616,11,11/7/2023,0.0753,-0.0478,0.7834,0.1877,0.4065,-0.0251,0,,262828896
ZVIA,Zevia Pbc Class A,1.7,0.0059,115053,26,11/7/2023,0.1861,-0.0049,-0.0823,0.1678,0.3662,0.0377,0,IWM,85693384
ENOV,Enovis,60.32,-0.0035,572581,108,11/7/2023,0.0685,0.0425,-0.0737,0.1863,0.2629,0.1209,0,,3293118464
GILT,Gilat Satellite Networks Ltd. -,6.5,-0.0015,103028,36,11/7/2023,0.0302,-0.0639,-0.0581,0.0902,0.5986,-0.3671,0,,367856128
ALT,Altimmune,10.44,0.0774,7968409,9718,11/7/2023,0.3054,0.0112,-0.242,-0.0718,0.1238,-0.2649,0,IWM,560929408
GEO,Geo Group  REIT,11.56,-0.0383,2414800,7362,11/7/2023,0.0994,0.0547,-0.2,0.2363,1.2601,-0.213,0,IWM,1457748480
ADV,Advantage Solutions  - Class A,3.95,0.0154,580187,96,11/7/2023,0.0965,-0.135,0.6114,1.2938,5.7472,-0.4671,0,IWM,1289254784
OXSQZ,Oxford Square Capital Corp. - 6.25% Notes Due 2026,24.39,0.0025,1505,,11/7/2023,,0.0034,,,,,0,,
ENFN,Enfusion Class A,8.35,0.0271,251337,138,11/7/2023,0.1499,0.0386,-0.0308,0.3696,0.8955,-0.2946,0,IWM,737134784
SOPH,Sophia Genetics SA -,4.8,0.0667,36941,8,11/7/2023,0.0925,0.013,-0.0257,-0.0055,-0.0055,-0.0055,0,,306516480
TAC,Transalta,7.01,0.0264,497929,84,11/7/2023,0.0537,0.0205,-0.1376,-0.0363,0.075,-0.1392,0,,2171826944
VHI,Valhi,13.27,-0.0321,10638,,11/6/2023,,0.0044,,,,,0,IWM,375183904
OPRT,Oportun Financial,3.27,-0.003,316233,59,11/6/2023,0.1756,-0.4897,2.7539,0.747,0.8507,0.6345,0,,111932648
AUGX,Augmedix,4.34,0.0046,326667,226,11/6/2023,0.1098,0.1319,0.4688,-0.1333,-0.1333,-0.1333,0,,210729664
CLOV,Clover Health Investments Corp.  - Class A,1.02,0.02,6123620,4001,11/6/2023,0.1559,-0.1819,0.0694,-0.2761,0.1305,-0.6051,0,,497396768
SKWD,Skyward Specialty Insurance Group,30.95,0.0313,392952,,11/6/2023,,0.1022,,,,,0,IWM,1232663680
TALO,Talos Energy,12.3,-0.0024,1637188,471,11/6/2023,0.0751,-0.0417,0.211,0.1315,0.9335,-0.3954,0,XOP - IWM,1950539008
HPK,Highpeak Energy,14.22,0.0078,364487,384,11/6/2023,0.1131,-0.0514,-0.0082,-0.1049,0.1103,-0.2508,0,IWM,1826145152
TASK,Taskus - Class A,12.2,0.0083,341488,112,11/6/2023,0.1347,0.1793,0.2729,0.2157,0.7909,-0.4431,0,,1089699968
PARR,Par Pacific Hldgs,39.59,0.0193,807278,170,11/6/2023,0.0773,0.0034,-0.2299,-0.137,-0.0508,-0.2867,0,XOP - IWM,2395182336
SBRA,Sabra Health Care REIT,13.86,0.0343,2153791,100,11/6/2023,0.0343,-0.0007,0.0042,0.2695,0.7473,-0.1567,0,VNQ - IYR - IWM,3203869184
SKT,Tanger,26.96,0.017,821114,543,11/6/2023,0.05,0.0445,-0.0055,0.0631,0.2608,-0.148,0,VNQ - IWM,2903128064
NNBR,NN,4.79,0.0368,101263,65,11/6/2023,0.0658,0.005,1.2214,0.4775,1.1989,-0.0293,0,,226819952
FSK,FS Kkr Capital Corp.,20.01,0.0015,1441860,691,11/6/2023,0.0245,0.0051,-0.241,0.1171,0.8295,-0.264,0,,5604128768
HL,Hecla Mining Company,3.57,0.0028,5821610,6910,11/6/2023,0.0581,-0.0262,-0.1575,0.5741,0.8786,0.2649,0,XME - IWM,2207091456
VECO,Veeco Instruments,34.14,0.0434,458123,139,11/6/2023,0.0862,0.0857,0.7093,0.1516,0.4305,-0.0502,0,IWM,1923635968
FGEN,Fibrogen,2.73,0.1471,2584369,813,11/6/2023,0.0614,-0.0122,-0.2071,0.0067,0.1513,-0.0813,0,IWM,268468800
GT,Goodyear Tire & Rubber Company,13.46,-0.011,3378777,6493,11/6/2023,0.1078,0.0304,-0.5611,0.2036,0.8848,-0.6155,0,IWM,3814944768
CHRS,Coherus Biosciences,2.62,0.1008,5839761,1196,11/6/2023,0.2254,-0.3023,0.4914,0.2422,1.3172,-0.258,0,IBB - IWM,291774176
MTTR,Matterport - Class A,2.44,0.0427,2038667,1200,11/6/2023,0.1324,0.2594,0.5154,-0.1336,0.2459,-0.5533,0,IWM,745811136
TDUP,Thredup - Class A,2.08,0.0505,653394,140,11/6/2023,0.0902,-0.3343,0.2248,0.4198,1.6609,-0.128,0,IWM,223081024
TCMD,Tactile Systems Technology,15.7,0.0384,363591,138,11/6/2023,0.0796,-0.2122,0.6136,0.3656,0.9096,-0.0247,0,IWM,368911680
SIBN,Si-Bone,21.02,-0.0043,372411,160,11/6/2023,0.0912,-0.0206,-0.325,0.8097,1.3566,0.2647,0,IWM,851331456
IFF,Intl Flavors & Fragrances,79.94,-0.0071,1840580,1464,11/6/2023,0.0868,-0.0104,-0.5282,0.8413,2.1124,-0.1523,0,SPY - XLB,20404893696
AMPY,Amplify Energy Corp.,6.06,-0.0082,446975,715,11/6/2023,0.1119,-0.0608,-0.0109,0.2363,1.0588,-0.2857,0,IWM,236717536
VYGR,Voyager Therapeutics,7.6,0.016,508990,197,11/6/2023,0.087,0.0508,0.2908,0.1045,0.822,-0.2665,0,IBB - IWM,409825376
ARTNA,Artesian Resources - Class A Non-Voting,36.44,0.0224,28396,,11/6/2023,,-0.0083,,,,,0,IWM,374348480
ADTN,Adtran Holdings,6.35,-0.0078,862306,138,11/6/2023,0.1113,-0.2647,1.6781,-0.1418,0.0584,-0.4484,0,IWM,499327008
DSP,Viant Technology,8.83,0.022,63593,183,11/6/2023,0.124,0.1171,0.0755,0.4348,1.3224,0.0783,0,IWM,137227824
OPK,Opko Health,1.05,0.0294,7522855,2228,11/6/2023,0.0483,0,0.0727,-0.1857,0.0397,-0.3203,0,IBB - IWM,731841216
MYGN,Myriad Genetics,22,-0.0054,608247,95,11/6/2023,0.1368,0.0869,-0.0974,0.1437,0.4788,-0.0457,0,IBB - XBI - IWM,1972066304
KIDS,Orthopediatrics Corp.,28.65,0.0102,161786,66,11/6/2023,0.112,0.0219,0.2228,0.1146,0.4585,-0.4139,0,IWM,669074304
INDP,Indaptus Therapeutics,1.7,0,11395,,11/6/2023,,-0.1007,,,,,0,,14281780
AIN,Albany Intl,90.6,0.0177,132491,6,11/6/2023,0.045,-0.0251,-0.0919,0.2008,0.6373,-0.2979,0,IWM,2826720000
BRT,BRT Apartments Corp. (Md),16.28,-0.0067,33919,19,11/6/2023,0.0458,-0.0087,-0.2952,0.1979,1.1626,-0.4176,0,IWM,302749248
HNRG,Hallador Energy Company,7.43,-0.0172,330401,157,11/6/2023,0.1019,-0.1218,0.1847,0.004,0.4375,-0.3043,0,IWM,246207984
ORIC,Oric Pharmaceuticals,12.66,0.0339,428480,162,11/6/2023,0.0981,-0.0072,-0.0448,0.2075,1.0855,-0.7234,0,IBB - IWM,848876672
